,level_3,period,weighted_index
148,food_and_non_alcoholic_beverages,201505.0,99.72229584085834
149,food_and_non_alcoholic_beverages,201506.0,100.15802877412301
150,food_and_non_alcoholic_beverages,201507.0,100.22040874902628
151,food_and_non_alcoholic_beverages,201508.0,100.24531532397636
152,food_and_non_alcoholic_beverages,201509.0,100.51550790609345
153,food_and_non_alcoholic_beverages,201510.0,99.64638078612175
154,food_and_non_alcoholic_beverages,201511.0,99.37707541110629
155,food_and_non_alcoholic_beverages,201512.0,99.3589516694891
156,food_and_non_alcoholic_beverages,201513.0,99.47398395091405
157,food_and_non_alcoholic_beverages,201514.0,99.58312383161123
158,food_and_non_alcoholic_beverages,201515.0,99.56414040764952
159,food_and_non_alcoholic_beverages,201516.0,99.64404395981427
160,food_and_non_alcoholic_beverages,201517.0,99.57017448213718
161,food_and_non_alcoholic_beverages,201518.0,99.61577174214132
162,food_and_non_alcoholic_beverages,201519.0,99.57225288915049
163,food_and_non_alcoholic_beverages,201520.0,99.76473041782037
164,food_and_non_alcoholic_beverages,201521.0,99.42701316204293
165,food_and_non_alcoholic_beverages,201522.0,98.9070799142788
166,food_and_non_alcoholic_beverages,201523.0,99.61493140964023
167,food_and_non_alcoholic_beverages,201524.0,98.90468383173656
168,food_and_non_alcoholic_beverages,201525.0,99.19164439375031
169,food_and_non_alcoholic_beverages,201526.0,102.34459428217069
170,food_and_non_alcoholic_beverages,201527.0,102.35438268551484
171,food_and_non_alcoholic_beverages,201528.0,99.02230508862063
172,food_and_non_alcoholic_beverages,201529.0,98.85122824917742
173,food_and_non_alcoholic_beverages,201530.0,98.53122232942744
174,food_and_non_alcoholic_beverages,201531.0,98.20432835482787
175,food_and_non_alcoholic_beverages,201532.0,98.65460925497946
176,food_and_non_alcoholic_beverages,201533.0,98.09721272675331
177,food_and_non_alcoholic_beverages,201534.0,98.10985330588224
178,food_and_non_alcoholic_beverages,201535.0,98.08258457091229
179,food_and_non_alcoholic_beverages,201536.0,97.85892574954306
180,food_and_non_alcoholic_beverages,201537.0,97.6257023283217
181,food_and_non_alcoholic_beverages,201538.0,96.93695400917588
182,food_and_non_alcoholic_beverages,201539.0,97.322566759966
183,food_and_non_alcoholic_beverages,201540.0,97.89999138032778
184,food_and_non_alcoholic_beverages,201541.0,98.5747704424997
185,food_and_non_alcoholic_beverages,201542.0,98.17312601344567
186,food_and_non_alcoholic_beverages,201543.0,98.30225805193568
187,food_and_non_alcoholic_beverages,201545.0,98.18547241647413
188,food_and_non_alcoholic_beverages,201546.0,98.3065819601598
189,food_and_non_alcoholic_beverages,201547.0,98.01171808036327
190,food_and_non_alcoholic_beverages,201548.0,97.80141015007948
191,food_and_non_alcoholic_beverages,201549.0,97.83669221109425
192,food_and_non_alcoholic_beverages,201550.0,97.96508687486677
193,food_and_non_alcoholic_beverages,201551.0,97.624977863694
194,food_and_non_alcoholic_beverages,201552.0,98.13968955467804
195,food_and_non_alcoholic_beverages,201601.0,98.14295612539007
196,food_and_non_alcoholic_beverages,201602.0,97.26937451550437
197,food_and_non_alcoholic_beverages,201603.0,96.85239584383955
198,food_and_non_alcoholic_beverages,201604.0,97.22841986187932
199,food_and_non_alcoholic_beverages,201605.0,97.98381295093553
200,food_and_non_alcoholic_beverages,201606.0,98.63941079501609
201,food_and_non_alcoholic_beverages,201607.0,98.64174886588711
202,food_and_non_alcoholic_beverages,201608.0,97.9227325776971
203,food_and_non_alcoholic_beverages,201609.0,98.18987507550902
204,food_and_non_alcoholic_beverages,201610.0,97.7837190067712
205,food_and_non_alcoholic_beverages,201611.0,96.25047867347908
206,food_and_non_alcoholic_beverages,201612.0,96.62793385349607
207,food_and_non_alcoholic_beverages,201613.0,91.81477825555872
208,food_and_non_alcoholic_beverages,201614.0,90.60682666106824
209,food_and_non_alcoholic_beverages,201615.0,90.6937745818503
210,food_and_non_alcoholic_beverages,201616.0,91.07528767216593
211,food_and_non_alcoholic_beverages,201617.0,90.10073891243452
212,food_and_non_alcoholic_beverages,201618.0,90.28919547913164
