,month,Chainedaverage,level
636,201520.0,98.5508257948,211807.0
637,201522.0,97.0852012373,211807.0
638,201524.0,98.683858137,211807.0
639,201526.0,98.8077443346,211807.0
640,201528.0,102.356463725,211807.0
641,201530.0,97.2986386788,211807.0
642,201532.0,97.6485036273,211807.0
643,201534.0,96.4519645895,211807.0
644,201536.0,92.4157036973,211807.0
645,201538.0,89.640447663,211807.0
646,201540.0,89.1254914954,211807.0
647,201542.0,87.9142349467,211807.0
648,201544.0,86.2951463326,211807.0
649,201546.0,86.57530325,211807.0
650,201548.0,86.2622648217,211807.0
651,201550.0,87.5117609245,211807.0
652,201552.0,89.2720219145,211807.0
653,201600.0,88.863395224,211807.0
654,201602.0,86.6459774922,211807.0
655,201604.0,85.9552951841,211807.0
656,201606.0,86.6264620999,211807.0
657,201608.0,86.3551537569,211807.0
658,201610.0,88.2023715668,211807.0
659,201612.0,89.6357733021,211807.0
660,201614.0,88.7010067184,211807.0
661,201616.0,88.7159403508,211807.0
662,201618.0,84.4164507031,211807.0
663,201620.0,74.83567187,211807.0
664,201622.0,74.0848160617,211807.0
665,201624.0,73.0319827962,211807.0
666,201626.0,71.1777671012,211807.0
667,201628.0,73.557803819,211807.0
668,201630.0,73.7625340419,211807.0
669,201632.0,73.5533961964,211807.0
670,201644.0,73.6948755977,211807.0
671,201422.0,100.0,211814.0
672,201424.0,99.9131415998,211814.0
673,201426.0,97.9637159485,211814.0
674,201428.0,98.4897872096,211814.0
675,201430.0,100.96969456,211814.0
676,201432.0,100.579849808,211814.0
677,201434.0,100.489827616,211814.0
678,201436.0,100.719268996,211814.0
679,201438.0,98.0151641186,211814.0
680,201440.0,98.186927769,211814.0
681,201442.0,99.8659295357,211814.0
682,201444.0,99.8442498388,211814.0
683,201446.0,99.8442498388,211814.0
684,201448.0,99.9426978425,211814.0
685,201450.0,99.9821042186,211814.0
686,201452.0,99.9821042186,211814.0
687,201500.0,99.9331994161,211814.0
688,201502.0,99.7187886488,211814.0
689,201504.0,99.5903002534,211814.0
690,201506.0,99.1785017101,211814.0
691,201508.0,98.3429383145,211814.0
692,201510.0,99.4598316846,211814.0
693,201512.0,99.6473216632,211814.0
694,201514.0,99.6585436824,211814.0
695,201516.0,99.7373188401,211814.0
696,201518.0,97.6052282436,211814.0
697,201520.0,96.7913425915,211814.0
698,201522.0,95.8444690498,211814.0
699,201524.0,96.1746232721,211814.0
700,201526.0,97.0354553724,211814.0
701,201528.0,98.162515405,211814.0
702,201530.0,98.1135769664,211814.0
703,201532.0,98.0673426686,211814.0
704,201534.0,97.5534085647,211814.0
705,201536.0,96.9113552687,211814.0
706,201538.0,97.4397931632,211814.0
707,201540.0,97.3438258038,211814.0
708,201542.0,95.7581431514,211814.0
709,201544.0,96.5661517015,211814.0
710,201546.0,96.7855692873,211814.0
711,201548.0,96.1629765233,211814.0
712,201550.0,96.4860606356,211814.0
713,201552.0,97.0066993391,211814.0
714,201600.0,96.6864549806,211814.0
715,201602.0,95.3093094627,211814.0
716,201604.0,95.7353764538,211814.0
717,201606.0,96.6094690179,211814.0
718,201608.0,97.1924274615,211814.0
719,201610.0,94.9139492598,211814.0
720,201612.0,90.9335692306,211814.0
721,201614.0,90.9916747068,211814.0
722,201616.0,90.7087297536,211814.0
723,201618.0,89.7861548922,211814.0
724,201620.0,86.6075935022,211814.0
725,201622.0,89.7458323902,211814.0
726,201624.0,89.7350634759,211814.0
727,201626.0,89.3386428851,211814.0
728,201628.0,88.895850969,211814.0
729,201630.0,88.6721576525,211814.0
730,201632.0,89.6315214717,211814.0
731,201644.0,89.8587078496,211814.0
732,201422.0,100.0,211901.0
733,201424.0,100.564060478,211901.0
734,201426.0,100.192886047,211901.0
735,201428.0,102.563404661,211901.0
736,201430.0,101.719280915,211901.0
737,201432.0,100.933505316,211901.0
738,201434.0,100.784237291,211901.0
739,201436.0,99.1436262756,211901.0
740,201438.0,101.109141625,211901.0
741,201440.0,101.822880175,211901.0
742,201442.0,101.612887703,211901.0
743,201444.0,100.945585105,211901.0
