,ons_item_number,period,unit
715,212722.0,201602.0,90.9201893262
716,212722.0,201603.0,90.0600637404
717,212722.0,201604.0,97.1428534876
718,212722.0,201605.0,97.6677488992
719,212722.0,201606.0,99.8623977399
720,212722.0,201607.0,92.6956587332
721,212722.0,201608.0,89.0472653175
722,212722.0,201610.0,89.7031697904
723,212722.0,201611.0,89.7031697904
724,310207.0,201406.0,100.0
725,310207.0,201407.0,100.236064368
726,310207.0,201408.0,99.9244366046
727,310207.0,201409.0,100.193486721
728,310207.0,201410.0,99.6344849826
729,310207.0,201411.0,97.7764106058
730,310207.0,201412.0,97.6258290774
731,310207.0,201501.0,96.944579098
732,310207.0,201502.0,98.679525161
733,310207.0,201503.0,93.6278148131
734,310207.0,201504.0,91.4870937685
735,310207.0,201505.0,96.4058109749
736,310207.0,201506.0,96.3866499897
737,310207.0,201507.0,95.8311228327
738,310207.0,201508.0,97.2951885598
739,310207.0,201509.0,94.7376372312
740,310207.0,201510.0,96.5880160414
741,310207.0,201511.0,93.6797491045
742,310207.0,201512.0,92.9239082119
743,310207.0,201601.0,91.1236549283
744,310207.0,201602.0,91.1344691881
745,310207.0,201603.0,89.4010232412
746,310207.0,201604.0,90.7910407501
747,310207.0,201605.0,90.2784132353
748,310207.0,201606.0,90.7957937732
